Ward ID,Ward/Office,Council Member,Journal Date,Vendor,Expense Type,Description,Account,Amount
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,Dakota Community Centre Inc,CWA,CWA - Rink Board,Advertising,2588.77
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,Janice Lukes,CWA,CWA - Business Meeting,Parking Meter/Voucher,3.81
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,Janice Lukes,CWA,CWA - Cpwa Luncheon,"Luncheons, Receptions & Events",40.00
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,Janice Lukes,CWA,CWA - Meeting W/Dave Olinyk,Business Meetings,36.01
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,Janice Lukes,CWA,CWA - Meeting W/Kerry Minsky,Business Meetings,72.47
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,Janice Lukes,CWA,CWA - Meeting W/Mark Cohoe,Business Meetings,33.44
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,Janice Lukes,CWA,CWA - Women Of Winnipeg Luncheon,"Luncheons, Receptions & Events",90.00
1,Old Kildonan,Devi Sharma,17/02/2016,Rene'S Courier,Carryover CWA,Carryover CWA - Courier Services,Freight and Messenger Services,9.00
13,Transcona,Russ Wyatt,17/02/2016,Rene'S Courier,Carryover CWA,Carryover CWA - Courier Services,Freight and Messenger Services,47.00
4,Daniel McIntyre,Cindy Gilroy,17/02/2016,Rene'S Courier,CWA,CWA - Courier Services,Freight and Messenger Services,4.50
3,Point Douglas,Mike Pagtakhan,17/02/2016,Rene'S Courier,CWA,CWA - Courier Services,Freight and Messenger Services,13.50
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,Rene'S Courier,CWA,CWA - Courier Services,Freight and Messenger Services,4.50
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,The Winnipeg Chamber Of Commerce,CWA,CWA - State Of The City Luncheon,"Luncheons, Receptions & Events",895.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,18/02/2016,Airmaster Sales Ltd,CWA,CWA - Rink Sign,Advertising,162.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,18/02/2016,Airmaster Sales Ltd,CWA,CWA - Srvc Chrg Rink Sign,Advertising,20.00
10,South Winnipeg - St. Norbert,Janice Lukes,18/02/2016,Crosbie Web Design,CWA,CWA - Website Hosting,Periodicals and Subscriptions,100.00
5,St. James - Brooklands - Weston,Scott Gillingham,18/02/2016,Order Of The Sons Of Italy,Carryover CWA,Carryover CWA - Sons Of Italy Gala,"Luncheons, Receptions & Events",380.96
11,St. Vital,Brian Mayes,18/02/2016,Tj'S Gift Foundation,CWA,CWA - Tj'S Gift Gala,"Luncheons, Receptions & Events",125.00
3,Point Douglas,Mike Pagtakhan,18/02/2016,Winnipeg Military Family Resource Centre,Chairmanship,Chairmanship - Yellow Ribbon Gala 2016,"Luncheons, Receptions & Events",200.00
11,St. Vital,Brian Mayes,18/02/2016,Winnipeg Military Family Resource Centre,CWA,CWA - Yellow Ribbon Gala 2016,"Luncheons, Receptions & Events",100.00
8,River Heights - Fort Garry,John Orlikow,19/02/2016,City of Winnipeg - Journal Entry,CWA,"CWA - Kiosk Purchase Invoice # 116014, Councillor Orlikow Donation To Grant Park High School Safe Grad 2016.",Contrib-Donations,43.53
0,Mayor's Office,Brian Bowman,20/02/2016,City of Winnipeg - Payroll,Mayor's Expenses,Salary & Benefits,Payroll,38570.81
6,St. Charles,Shawn Dobson,20/02/2016,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,1605.54
1,Old Kildonan,Devi Sharma,20/02/2016,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,1313.59
14,Elmwood - East Kildonan,Jason Schreyer,20/02/2016,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,411.29
13,Transcona,Russ Wyatt,20/02/2016,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,517.00
12,St. Boniface,Matt Allard,20/02/2016,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,2270.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1801.39
8,River Heights - Fort Garry,John Orlikow,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2835.90
4,Daniel McIntyre,Cindy Gilroy,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2146.89
5,St. James - Brooklands - Weston,Scott Gillingham,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1758.89
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1927.18
6,St. Charles,Shawn Dobson,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,357.87
3,Point Douglas,Mike Pagtakhan,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2046.44
2,Mynarski,Ross Eadie,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1812.35
15,North Kildonan,Jeff Browaty,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1801.39
14,Elmwood - East Kildonan,Jason Schreyer,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1792.91
13,Transcona,Russ Wyatt,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1177.00
11,St. Vital,Brian Mayes,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2026.29
10,South Winnipeg - St. Norbert,Janice Lukes,20/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2521.70
12,St. Boniface,Matt Allard,22/02/2016,Delorme Digital Designs,Carryover CWA,Carryover CWA - Brochures,"Printing,Binding,Photocopying",530.00
12,St. Boniface,Matt Allard,22/02/2016,Delorme Digital Designs,Carryover CWA,Carryover CWA - Letter Head Artwork,"Printing,Binding,Photocopying",55.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,22/02/2016,Jennifer J Gerbasi,CWA,CWA - Portage & Main Discussion,Business Meetings,19.20
13,Transcona,Russ Wyatt,22/02/2016,Lee'S Water Delivery,Carryover CWA,Carryover CWA - Outdoor Hockey Rink,Ward Activities,620.00
11,St. Vital,Brian Mayes,22/02/2016,Meadowood Manor,CWA,CWA - Deluca Event-Bellisima Sera,"Luncheons, Receptions & Events",125.00
6,St. Charles,Shawn Dobson,23/02/2016,Association Of Manitoba Municipalities,Carryover CWA,Carryover CWA - Education Seminar,"Training,Workshops and Tuition",135.00
4,Daniel McIntyre,Cindy Gilroy,23/02/2016,Debra Fehr,CWA,CWA - Office Support Service,Casual Services,500.00
13,Transcona,Russ Wyatt,23/02/2016,Imperial Parking Canada Corporation,Carryover CWA,Carryover CWA - Exec Assistants Parking-March,Parking Space Rental,175.00
5,St. James - Brooklands - Weston,Scott Gillingham,23/02/2016,Imperial Parking Canada Corporation,CWA,CWA - Mar 1-31-Mpc,Parking Space Rental,180.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,23/02/2016,Jewish Federation Of Winnipeg,CWA,CWA - Limmud Program Book,Advertising,75.00
15,North Kildonan,Jeff Browaty,23/02/2016,Kyle Smoley,CWA,CWA - Iphone Monthly Service,Telephone,100.00
13,Transcona,Russ Wyatt,23/02/2016,Myra Rose Florist,Carryover CWA,Carryover CWA - Dog For Sam Dubas,"Luncheons, Receptions & Events",216.00
13,Transcona,Russ Wyatt,23/02/2016,Myra Rose Florist,Carryover CWA,Carryover CWA - Dog For Sam Dubas-Del,"Luncheons, Receptions & Events",11.25
13,Transcona,Russ Wyatt,23/02/2016,Myra Rose Florist,Carryover CWA,Carryover CWA - Gift Basket-Delivery,"Luncheons, Receptions & Events",11.25
13,Transcona,Russ Wyatt,23/02/2016,Myra Rose Florist,Carryover CWA,Carryover CWA - Robbie Burns Dinner & Dance,"Luncheons, Receptions & Events",216.00
13,Transcona,Russ Wyatt,23/02/2016,Myra Rose Florist,Carryover CWA,Carryover CWA - Robbie Burns Dinner/Dance-Del,"Luncheons, Receptions & Events",11.25
13,Transcona,Russ Wyatt,23/02/2016,Myra Rose Florist,Carryover CWA,Carryover CWA - Robie Burns Dinner & Dance,"Luncheons, Receptions & Events",11.25
13,Transcona,Russ Wyatt,23/02/2016,Myra Rose Florist,Carryover CWA,Carryover CWA - Transcona Rotary-Gift Basket,"Luncheons, Receptions & Events",108.00
13,Transcona,Russ Wyatt,23/02/2016,Myra Rose Florist,Carryover CWA,Carryover CWA - U12a1 East End Wings Ringette,"Luncheons, Receptions & Events",119.25
2,Mynarski,Ross Eadie,23/02/2016,Richard Wintrup & Associates,CWA,CWA - Urban Reserves Forum & Dinner,"Luncheons, Receptions & Events",150.00
1,Old Kildonan,Devi Sharma,23/02/2016,Shaw Cable,Carryover CWA,Carryover CWA - Internet Service,Internet Access,118.75
5,St. James - Brooklands - Weston,Scott Gillingham,23/02/2016,St James Assiniboia 55+ Centre,CWA,CWA - Bud Spud Tickets,"Luncheons, Receptions & Events",20.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,24/02/2016,Caitlin Macgregor,CWA,CWA - I Love To Read Month,Stationery and Office Supplies,19.99
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,24/02/2016,Caitlin Macgregor,CWA,CWA - I-Phone Service,Telephone,40.00
13,Transcona,Russ Wyatt,24/02/2016,Christopher Belanger,Carryover CWA,Carryover CWA - Executive Assistant Phone,Telephone,75.06
0,Mayor's Office,Brian Bowman,24/02/2016,Lance Thomson Photographic,Mayor's Expenses,Embracing Diversity Event,Protocol,604.80
14,Elmwood - East Kildonan,Jason Schreyer,24/02/2016,Qrx Technology Group,Carryover CWA,Carryover CWA - Tri-Color Offjt Ink,Stationery and Office Supplies,39.06
5,St. James - Brooklands - Weston,Scott Gillingham,24/02/2016,Scott Gillingham,CWA,CWA - Assorted Office Supplies,Stationery and Office Supplies,63.06
5,St. James - Brooklands - Weston,Scott Gillingham,24/02/2016,Scott Gillingham,CWA,CWA - Centreport Discussion,Business Meetings,95.90
5,St. James - Brooklands - Weston,Scott Gillingham,24/02/2016,Scott Gillingham,CWA,CWA - Snow Clearing Discussion,Business Meetings,2.42
5,St. James - Brooklands - Weston,Scott Gillingham,24/02/2016,Scott Gillingham,CWA,CWA - Vga Adapter Cord,Stationery and Office Supplies,37.80
5,St. James - Brooklands - Weston,Scott Gillingham,24/02/2016,Scott Gillingham,CWA,CWA - Ward Issues Discussion,Business Meetings,6.53
5,St. James - Brooklands - Weston,Scott Gillingham,24/02/2016,Scott Gillingham,CWA,CWA - Woodhaven Cc Social,"Luncheons, Receptions & Events",10.00
1,Old Kildonan,Devi Sharma,24/02/2016,Take Pride Winnipeg,Carryover CWA,Carryover CWA - Keep America Beautiful Conf,Conferences Involving Travel,437.67
1,Old Kildonan,Devi Sharma,24/02/2016,The Canadian Red Cross Society,Carryover Chairmanship,Carryover Chairmanship - Red Cross Pink Day,Miscellaneous Expense,160.00
5,St. James - Brooklands - Weston,Scott Gillingham,24/02/2016,Winnipeg Outdoor Marketing Group Inc,CWA,CWA - Recycle Box,Advertising,375.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,24/02/2016,Winnipeg Outdoor Marketing Group Inc,CWA,CWA - Recycle Box,Advertising,150.00
10,South Winnipeg - St. Norbert,Janice Lukes,25/02/2016,Grace Cafe,CWA,CWA - Lunch W/ Public Works,Business Meetings,37.42
10,South Winnipeg - St. Norbert,Janice Lukes,25/02/2016,Jennifer Raindahl,CWA,CWA - Off Work Constituent Correspon,Casual Services,180.00
3,Point Douglas,Mike Pagtakhan,25/02/2016,Kristy Rydz,Chairmanship,Chairmanship - Speaking Notes-Research,Casual Services,85.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,25/02/2016,Riverview Community Centre Inc,CWA,CWA - Winter Classic/Hockey Tournam,Advertising,667.80
1,Old Kildonan,Devi Sharma,25/02/2016,The Manitoba Museum,Carryover Chairmanship,Carryover Chairmanship - Nice Women Don't Want the Vote Lunch,"Luncheons, Receptions & Events",340.00
1,Old Kildonan,Devi Sharma,25/02/2016,The Manitoba Museum,Chairmanship,"Chairmanship - Mugs, 100 Year Pins",Promotional  Giveaways,325.35
1,Old Kildonan,Devi Sharma,25/02/2016,The Manitoba Museum,Chairmanship,Chairmanship - Nice Women Don't Want the Vote Luncheon,"Luncheons, Receptions & Events",354.00
1,Old Kildonan,Devi Sharma,25/02/2016,The Winnipeg Sun,Carryover CWA,Carryover CWA - 6 Month Subscription,Periodicals and Subscriptions,43.04
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,25/02/2016,West Broadway Biz,CWA,CWA - Bus Directory 2016-Sprg/Fall,Advertising,300.00
0,Mayor's Office,Brian Bowman,29/02/2016,Air Can 014161244,Mayor's Expenses,Embracing Diversity Event,"Luncheons, Receptions & Events",729.25
0,Mayor's Office,Brian Bowman,29/02/2016,Air Can 014271022,Mayor's Expenses,Embracing Diversity Event,"Luncheons, Receptions & Events",30.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,29/02/2016,"Alliancegerbasi, J",CWA,CWA - Alliance Francaise  Mb,"Training,Workshops and Tuition",466.00
0,Mayor's Office,Brian Bowman,29/02/2016,Amazon *Marketplce,Mayor's Expenses,Office Equipment,Office Equipment,101.60
0,Mayor's Office,Brian Bowman,29/02/2016,Apple Online Store,Mayor's Expenses,Office Supplies,Stationery and Office Supplies,248.28
0,Mayor's Office,Brian Bowman,29/02/2016,Apple Online Store,Mayor's Expenses,Office Supplies,Stationery and Office Supplies,216.00
0,Mayor's Office,Brian Bowman,29/02/2016,Apple Store #R369,Mayor's Expenses,Office Equipment,Other Equipment,215.95
0,Mayor's Office,Brian Bowman,29/02/2016,Asana,Mayor's Expenses,Office Supplies,Stationery and Office Supplies,72.16
0,Mayor's Office,Brian Bowman,29/02/2016,Bell Polo Park Kio,Mayor's Expenses,Office Equipment,Other Equipment,43.19
0,Mayor's Office,Brian Bowman,29/02/2016,Best Buy.Ca # 900,Mayor's Expenses,Office Supplies,Stationery and Office Supplies,52.90
0,Mayor's Office,Brian Bowman,29/02/2016,Black Pearl Coffee,Mayor's Expenses,Protocol,Protocol,65.00
8,River Heights - Fort Garry,John Orlikow,29/02/2016,Canadian Digital Network Ltd,CWA,CWA - Ad-Waverley St & Taylor Ave,Advertising,440.00
12,St. Boniface,Matt Allard,29/02/2016,Chambre De Commerce,Carryover CWA,Carryover CWA - Diner De Noel,"Luncheons, Receptions & Events",25.00
12,St. Boniface,Matt Allard,29/02/2016,Chambre De Commerce,Carryover CWA,Carryover CWA - Diner Du Festival Du Voyageur,"Luncheons, Receptions & Events",50.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,29/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage February 2016,Postage,0.80
3,Point Douglas,Mike Pagtakhan,29/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage February 2016,Postage,4.11
2,Mynarski,Ross Eadie,29/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage February 2016,Postage,0.80
10,South Winnipeg - St. Norbert,Janice Lukes,29/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage February 2016,Postage,2.77
8,River Heights - Fort Garry,John Orlikow,29/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - S/A Gst & Pst - 2/4/2016 Pcard Statement Date For Charges In January 2016.,Periodicals and Subscriptions,3.78
0,Mayor's Office,Brian Bowman,29/02/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Metered Postage February 2016,Postage,120.86
0,Mayor's Office,Brian Bowman,29/02/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Records Centre Storage And Service Charges,Allocated Departmental Costs,238.82
0,Mayor's Office,Brian Bowman,29/02/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Salary & Benefits,Payroll Accrual,25669.02
0,Mayor's Office,Brian Bowman,29/02/2016,Continental Travel,Mayor's Expenses,Embracing Diversity Event,"Luncheons, Receptions & Events",38.00
15,North Kildonan,Jeff Browaty,29/02/2016,Corporate Express,CWA,"CWA -  Award Plaques, Seals-Jan 22",Stationery and Office Supplies,64.57
15,North Kildonan,Jeff Browaty,29/02/2016,Corporate Express,CWA,CWA -  Certificates-Feb 02,Stationery and Office Supplies,67.77
3,Point Douglas,Mike Pagtakhan,29/02/2016,Corporate Express,CWA,CWA -  Steno Books-Feb 03,Stationery and Office Supplies,9.83
0,Mayor's Office,Brian Bowman,29/02/2016,Corporate Express,Mayor's Expenses,Office Supplies,Stationery and Office Supplies,811.61
14,Elmwood - East Kildonan,Jason Schreyer,29/02/2016,"Corporatsaunders,",Carryover CWA,Carryover CWA - Corporate Expre Ss,Stationery and Office Supplies,34.59
3,Point Douglas,Mike Pagtakhan,29/02/2016,Ctc*Constantcontac,CWA,CWA -  Website Domain-Jan 08,Periodicals and Subscriptions,29.03
0,Mayor's Office,Brian Bowman,29/02/2016,Di Erbe,Mayor's Expenses,Protocol,Protocol,54.00
3,Point Douglas,Mike Pagtakhan,29/02/2016,Dim Sumgarden,CWA,CWA -  Meeting With R. Cantive-Jan 26,Business Meetings,26.30
2,Mynarski,Ross Eadie,29/02/2016,Duffy Staxi,CWA,CWA -  Taxi Cab Board Meeting-Jan 13,Transportation,9.76
0,Mayor's Office,Brian Bowman,29/02/2016,Duffy Staxi,Mayor's Expenses,Transportation,Transportation,12.48
12,St. Boniface,Matt Allard,29/02/2016,"Fidosaunders,",Carryover CWA,Carryover CWA - Fido        *6798315 52,Telephone,34.08
3,Point Douglas,Mike Pagtakhan,29/02/2016,Fnp Parking Ltd,CWA,CWA -  Korean War Remembrance -Jan 30,Parking Meter/Voucher,4.75
0,Mayor's Office,Brian Bowman,29/02/2016,Forks Trading Comp,Mayor's Expenses,Protocol,Protocol,182.52
0,Mayor's Office,Brian Bowman,29/02/2016,Gale S Warehouse,Mayor's Expenses,Protocol,Protocol,75.98
8,River Heights - Fort Garry,John Orlikow,29/02/2016,Gjp*Fast Company,CWA,CWA -  Subscription - Fast Com-Jan 05,Periodicals and Subscriptions,47.28
3,Point Douglas,Mike Pagtakhan,29/02/2016,Grace Cafe,CWA,CWA -  Meeting With Angela Mat-Jan 19,Business Meetings,19.26
0,Mayor's Office,Brian Bowman,29/02/2016,Grass Roots Prairi,Mayor's Expenses,Protocol,Protocol,113.15
5,St. James - Brooklands - Weston,Scott Gillingham,29/02/2016,"Gunns Batran, Bren",CWA,CWA - Cm-Sc-Bt Gunns Bake Ry,Ward Activities,96.35
0,Mayor's Office,Brian Bowman,29/02/2016,Impark Canada Auto,Mayor's Expenses,Monthly Parking,Parking Space Rental,635.00
5,St. James - Brooklands - Weston,Scott Gillingham,29/02/2016,Infinity Business Group,CWA,CWA - Dec 2015 Artista News Mag,Advertising,120.00
0,Mayor's Office,Brian Bowman,29/02/2016,Inn At The Forks,Mayor's Expenses,Business Meeting,"Luncheons, Receptions & Events",66.81
0,Mayor's Office,Brian Bowman,29/02/2016,Inn At The Forks,Mayor's Expenses,Embracing Diversity Event,"Luncheons, Receptions & Events",168.07
0,Mayor's Office,Brian Bowman,29/02/2016,Janetteflorists,Mayor's Expenses,Sympathy Arrangement,Protocol,108.00
12,St. Boniface,Matt Allard,29/02/2016,La Liberte,Carryover CWA,Carryover CWA - Special-Festival Du Voyageur,Advertising,115.00
12,St. Boniface,Matt Allard,29/02/2016,La Liberte,Carryover CWA,Carryover CWA - Special-Noel,Advertising,115.00
0,Mayor's Office,Brian Bowman,29/02/2016,Manitoba Centennial,Mayor's Expenses,Monthly Parking,Parking Space Rental,713.81
0,Mayor's Office,Brian Bowman,29/02/2016,Mordens Of Wpg Candy,Mayor's Expenses,Protocol,Protocol,186.30
0,Mayor's Office,Brian Bowman,29/02/2016,Newspaper Archive,Mayor's Expenses,Subscription,Periodicals and Subscriptions,74.47
1,Old Kildonan,Devi Sharma,29/02/2016,Pastrami & Things Deli,Carryover Chairmanship,Carryover Chairmanship - Committee Planning Meeting,Business Meetings,380.73
2,Mynarski,Ross Eadie,29/02/2016,Paypal *Tjsgiftfou,CWA,CWA -  T'J'S Gift Foundation F-Jan 07,Contrib-Donations,200.00
0,Mayor's Office,Brian Bowman,29/02/2016,Peasantcookery,Mayor's Expenses,Business Lunch,"Luncheons, Receptions & Events",128.25
0,Mayor's Office,Brian Bowman,29/02/2016,Petals By S & A Inc.,Mayor's Expenses,Sympathy Arrangement,Protocol,157.57
3,Point Douglas,Mike Pagtakhan,29/02/2016,Phu O Ng Nam Resta,CWA,CWA - Fred Douglas Society Eve-Jan 29,Ward Activities,19.10
0,Mayor's Office,Brian Bowman,29/02/2016,Podium Pros Inc,Mayor's Expenses,Protocol,Freight and Messenger Services,45.00
1,Old Kildonan,Devi Sharma,29/02/2016,Rbc Convention Cen,CWA,CWA -  Nellie Mcclung Foundati-Jan 28,Parking Meter/Voucher,9.52
